model_dir,model,context,context_sources,dataset,manipulation,macro_f1,accuracy
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,shuffle,0.6556931440652372,0.6833333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,original,0.4857142857142857,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,content_only,0.5125,0.5666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,shuffle,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,original,0.765625,0.7666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,content_only,0.7257142857142858,0.7333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,shuffle,0.4034090909090909,0.5333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,original,0.5832074901842343,0.6166666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,content_only,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,shuffle,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,original,0.7818181818181819,0.7833333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,content_only,0.6825396825396826,0.6833333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,shuffle,0.511559752523608,0.5833333333333334
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,original,0.783273131425396,0.7833333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,content_only,0.5832074901842343,0.6166666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,shuffle,0.5238095238095238,0.6
ministral_8b,ministral-8b-latest,c3,[c1 fallback],ACQUA,original,0.7442455242966752,0.75
ministral_8b,ministral-8b-latest,c3,[c1 fallback],ACQUA,content_only,0.5154553049289892,0.5166666666666667
ministral_8b,ministral-8b-latest,c3,[c1 fallback],ACQUA,shuffle,0.5238095238095238,0.6
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AEC,original,0.49776785714285715,0.5
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AEC,content_only,0.48412698412698413,0.5666666666666667
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AEC,shuffle,0.3333333333333333,0.5
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AFS,original,0.6986607142857143,0.7
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AFS,content_only,0.5875,0.6333333333333333
ministral_8b,ministral-8b-latest,c3,[c1 fallback],AFS,shuffle,0.3333333333333333,0.5
ministral_8b,ministral-8b-latest,c3,[c1 fallback],FINARG,original,0.5417156286721504,0.5666666666666667
ministral_8b,ministral-8b-latest,c3,[c1 fallback],FINARG,content_only,0.3333333333333333,0.5
ministral_8b,ministral-8b-latest,c3,[c1 fallback],FINARG,shuffle,0.3333333333333333,0.5
ministral_8b,ministral-8b-latest,c3,[c1 fallback],IAM,original,0.6811188811188811,0.6833333333333333
ministral_8b,ministral-8b-latest,c3,[c1 fallback],IAM,content_only,0.6651785714285714,0.6666666666666666
ministral_8b,ministral-8b-latest,c3,[c1 fallback],IAM,shuffle,0.4034090909090909,0.5333333333333333
ministral_8b,ministral-8b-latest,c3,[c1 fallback],SCIARK,original,0.6329254727474972,0.6333333333333333
ministral_8b,ministral-8b-latest,c3,[c1 fallback],SCIARK,content_only,0.546964663243733,0.5833333333333334
ministral_8b,ministral-8b-latest,c3,[c1 fallback],SCIARK,shuffle,0.3333333333333333,0.5
