model_dir,model,context,context_sources,dataset,manipulation,macro_f1,accuracy
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,original,0.7991071428571428,0.8
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,content_only,0.475,0.5333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,shuffle,0.4034090909090909,0.5333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,original,0.513888888888889,0.5333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,content_only,0.4570135746606335,0.4666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,shuffle,0.38440492476060195,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,original,0.4712103407755582,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,content_only,0.6228571428571429,0.6333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,shuffle,0.466484268125855,0.5666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,original,0.6703296703296704,0.7
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,content_only,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,shuffle,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,original,0.699666295884316,0.7
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,content_only,0.7321428571428572,0.7333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,shuffle,0.466484268125855,0.5666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,original,0.7643097643097643,0.7666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,content_only,0.6527777777777778,0.6666666666666666
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,shuffle,0.466484268125855,0.5666666666666667
