model_dir,model,context,context_sources,dataset,manipulation,macro_f1,accuracy
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,content_only,0.6296296296296295,0.6333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],ACQUA,shuffle,0.5238095238095238,0.6
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,original,0.4949494949494949,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,content_only,0.5238095238095238,0.6
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AEC,shuffle,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,original,0.6666666666666666,0.6666666666666666
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,content_only,0.7285067873303167,0.7333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],AFS,shuffle,0.466484268125855,0.5666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,original,0.576379974326059,0.6333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,content_only,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],FINARG,shuffle,0.3333333333333333,0.5
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,original,0.7991071428571428,0.8
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,content_only,0.7643097643097643,0.7666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],IAM,shuffle,0.4993581514762516,0.5666666666666667
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,original,0.8331479421579533,0.8333333333333334
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,content_only,0.6122209165687427,0.6333333333333333
mistral_medium,mistral-medium-latest,c2,[c1 fallback],SCIARK,shuffle,0.5238095238095238,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],ACQUA,original,0.76,0.7666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],ACQUA,content_only,0.6329254727474972,0.6333333333333333
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],ACQUA,shuffle,0.5417156286721504,0.5666666666666667
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AEC,original,0.5927601809954751,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AEC,content_only,0.5238095238095238,0.6
gpt_4_1_openai,gpt-4.1-2025-04-14,c2,[c1 fallback],AEC,shuffle,0.3333333333333333,0.5
